music_names,urls
Oasis,https://genius.com/Han-yo-han-oasis-lyrics
Off Road,https://genius.com/Jk-kim-dong-uk-off-road-lyrics
Olaf,https://genius.com/Ph-1-olaf-lyrics
Old Movie,https://genius.com/Kim-hee-chul-old-movie-lyrics
OJB,https://genius.com/Suran-ojb-lyrics
On Your Mind,https://genius.com/Junho-from-2pm-on-your-mind-lyrics
One & Only,https://genius.com/Gwsn-one-and-only-lyrics
One And Only,https://genius.com/Ryeowook-one-and-only-lyrics
One Day Only,https://genius.com/Mc-the-max-one-day-only-lyrics
One Love,https://genius.com/100-korea-one-love-lyrics
One Step Closer,https://genius.com/Bigone-korea-one-step-closer-lyrics
Only 1,https://genius.com/Gfriend-only-1-lyrics
Only U,https://genius.com/Imfact-only-u-lyrics
Our Love Is Great,https://genius.com/Baek-yerin-our-love-is-great-lyrics
Our Secret,https://genius.com/Gfriend-our-secret-lyrics
Our Summer,https://genius.com/Txt-one-summer-lyrics
Outro: We Are 127,https://genius.com/Nct-127-outro-we-are-127-lyrics
Over The Sky,https://genius.com/Dreamcatcher-over-the-sky-lyrics
Page,https://genius.com/Got7-page-lyrics
Pain In The Rain,https://genius.com/Mont-korea-pain-in-the-rain-lyrics
Palm Trees,https://genius.com/Junoflo-palm-trees-lyrics
Paper Plane,https://genius.com/Nct-127-paper-plane-lyrics
Paradise,https://genius.com/Trcng-paradise-lyrics
Party Girl,https://genius.com/Jang-dong-woo-party-girl-lyrics
Party Time,https://genius.com/Monsta-x-party-time-lyrics
Past Tense,https://genius.com/Mc-the-max-past-tense-lyrics
People,https://genius.com/Brave-hongcha-people-lyrics
Perfect,https://genius.com/Jang-dong-woo-perfect-lyrics
Perhaps Love,https://genius.com/Eddy-kim-perhaps-love-lyrics
Petal Fortune,https://genius.com/Weki-meki-petal-fortune-lyrics
Picky Picky,https://genius.com/Weki-meki-picky-picky-lyrics
Picnic,https://genius.com/Bol4-picnic-lyrics
Picnic,https://genius.com/Hareem-picnic-lyrics
Piggy-Bank,https://genius.com/Olltii-piggy-bank-lyrics
Pinky Star (Run),https://genius.com/Gwsn-pinky-star-run-lyrics
PIRI,https://genius.com/Dreamcatcher-piri-lyrics
Playground,https://genius.com/Seizetheday-playground-lyrics
Play Hard,https://genius.com/Sf9-play-hard-lyrics
Play It Cool,https://genius.com/Monsta-x-play-it-cool-lyrics
Play It Cool (English Version),https://genius.com/Steve-aoki-and-monsta-x-play-it-cool-lyrics
Portrait of You,https://genius.com/Chen-exo-portrait-of-you-lyrics
Portrait (Re-Mastered),https://genius.com/Bang-yong-guk-portrait-re-mastered-lyrics
Promise,https://genius.com/Ateez-promise-lyrics
Purple,https://genius.com/Sohlhee-purple-lyrics
Push Me,https://genius.com/Ph-1-push-me-lyrics
Push & Pull,https://genius.com/Apink-push-and-pull-lyrics
Put It Straight,https://genius.com/G-i-dle-put-it-straight-lyrics
Put Me On Drugs,https://genius.com/The-black-skirts-put-me-on-drugs-lyrics
Q&A,https://genius.com/Cherry-bullet-q-a-lyrics
Rain,https://genius.com/Hong-dae-kwang-rain-lyrics
Rain Drop,https://genius.com/Soyou-and-ovan-rain-drop-lyrics
Rain Man,https://genius.com/Ph-1-rain-man-lyrics
Raining On The Gold,https://genius.com/Olltii-raining-on-the-gold-lyrics
Really Bad Guy,https://genius.com/Seung-hee-and-ye-eun-clc-really-bad-guy-lyrics
Really Like You,https://genius.com/Izone-really-like-you-lyrics
Really Really,https://genius.com/Cherry-bullet-really-really-lyrics
Rebound Girl,https://genius.com/Yunb-rebound-girl-lyrics
Receipt,https://genius.com/Olltii-receipt-lyrics
Recognize,https://genius.com/B-bomb-block-b-recognize-lyrics
Red Thread,https://genius.com/Oneus-red-thread-lyrics
Remember,https://genius.com/Hwang-chi-yeul-remember-lyrics
Remember,https://genius.com/Nine-muses-remember-2019-lyrics
Remember,https://genius.com/Wheesung-remember-lyrics
Remember,https://genius.com/100-korea-remember-lyrics
Remember You,https://genius.com/Ha-sung-woon-remember-you-lyrics
Remember (Remix),https://genius.com/Katie-remember-remix-lyrics
Resembling What I Hate,https://genius.com/Cosmic-boy-resembling-what-i-hate-lyrics
Reset,https://genius.com/Han-yo-han-reset-lyrics
Ride Up,https://genius.com/Junho-from-2pm-ride-up-lyrics
Ring Ring Ring,https://genius.com/Verivery-ring-ring-ring-lyrics
Road,https://genius.com/God-korea-road-lyrics
Rodeo,https://genius.com/Monsta-x-rodeo-lyrics
Role Play,https://genius.com/Astro-k-pop-role-play-lyrics
Romeo,https://genius.com/Jang-dong-woo-romeo-lyrics
Rooftop,https://genius.com/Nflying-rooftop-lyrics
R.ook Book,https://genius.com/Ravi-vixx-rook-book-lyrics
Round 1 (Bonus Track),https://genius.com/Pentagon-korea-round-1-bonus-track-lyrics
Run To You,https://genius.com/Heize-run-to-you-lyrics
Runway,https://genius.com/Ravi-vixx-runway-lyrics
Sangsu Station,https://genius.com/The-black-skirts-sangsu-station-lyrics
Satellite,https://genius.com/Loo-satellite-lyrics
Say My Name,https://genius.com/Ateez-say-my-name-lyrics
Seattle Alone,https://genius.com/Bol4-seattle-alone-lyrics
Secret Love,https://genius.com/Lovelyz-secret-story-lyrics
See-Through,https://genius.com/Ravi-vixx-see-through-lyrics
See You Again,https://genius.com/Baek-yerin-see-you-again-lyrics
See You Later,https://genius.com/Bang-yong-guk-see-you-later-lyrics
Segno,https://genius.com/Nuest-segno-lyrics
Selfish,https://genius.com/Kang-min-kyung-selfish-lyrics
Senorita,https://genius.com/G-i-dle-senorita-lyrics
Senses,https://genius.com/Jus2-senses-lyrics
Shadow,https://genius.com/Taemin-shadow-lyrics
Sha La La,https://genius.com/Pentagon-korea-sha-la-la-lyrics
She Is,https://genius.com/Imfact-she-is-lyrics
Shhh,https://genius.com/Seventeen-shhh-lyrics
Shining Stars,https://genius.com/Ab6ix-shining-stars-lyrics
Show,https://genius.com/Clc-show-lyrics
Show Me,https://genius.com/Key-shinee-show-me-lyrics
Show Up,https://genius.com/Gfriend-show-up-lyrics
Sky Star,https://genius.com/Taehyun-hotshot-sky-star-lyrics
Slow,https://genius.com/Yoon-ji-sung-slow-lyrics
Slow Dance,https://genius.com/Park-yu-chun-slow-dance-lyrics
Smile,https://genius.com/Han-yo-han-smile-lyrics
"So, It Ends",https://genius.com/Heize-so-it-ends-lyrics
So Sorry,https://genius.com/Junho-from-2pm-so-sorry-lyrics
So Yeoun's Parting,https://genius.com/Wable-so-yeouns-parting-lyrics
So You Can Come Back To Me,https://genius.com/God-korea-so-you-can-come-back-to-me-lyrics
Something Between,https://genius.com/Jang-dong-woo-something-between-lyrics
Something Good,https://genius.com/Ryeowook-something-good-lyrics
Song Request,https://genius.com/Lee-so-ra-song-request-lyrics
Sorry,https://genius.com/Btob-sorry-lyrics
Sorry (Acoustic Version),https://genius.com/Mont-korea-sorry-acoustic-version-lyrics
Sorry Not Sorry,https://genius.com/Chen-exo-sorry-not-sorry-lyrics
Spoiler,https://genius.com/Jung-ilhoon-spoiler-lyrics
Spoon,https://genius.com/Esna-spoon-lyrics
Sportage '07,https://genius.com/Junoflo-sportage-07-lyrics
Spotlight,https://genius.com/1the9-spotlight-lyrics
Spring,https://genius.com/Park-bom-spring-lyrics
Spring Again,https://genius.com/Golden-child-spring-again-lyrics
Spring Comes,https://genius.com/Kim-min-seok-spring-comes-lyrics
Spring Memories,https://genius.com/Nflying-spring-memories-lyrics
Spring Snow,https://genius.com/Pentagon-korea-spring-snow-lyrics
SSFW,https://genius.com/Chanyeol-exo-ssfw-lyrics
SSFWL,https://genius.com/Oh-my-girl-ssfwl-lyrics
Stabbing,https://genius.com/Han-yo-han-stabbing-lyrics
Star,https://genius.com/Wjsn-star-1-lyrics
Starboy,https://genius.com/Kidd-king-starboy-lyrics
Starry Sky,https://genius.com/Astro-k-pop-starry-sky-lyrics
Stars Over Me,https://genius.com/Bol4-stars-over-me-lyrics
Statues,https://genius.com/Junoflo-statues-lyrics
Stay,https://genius.com/Hyolyn-stay-lyrics
Stealer,https://genius.com/Monsta-x-stealer-lyrics
Stephen Chow,https://genius.com/Geegooin-stephen-chow-lyrics
Still Loving You,https://genius.com/100-korea-still-loving-you-lyrics
Storage (With Galaxy Fan),https://genius.com/10cm-storage-with-galaxy-fan-lyrics
Stranger,https://genius.com/Apink-bnn-stranger-lyrics
Strawberry,https://genius.com/Twice-strawberry-lyrics
Stuck In My Head,https://genius.com/Twice-stuck-in-my-head-lyrics
Sudoku,https://genius.com/Hash-swan-sudoku-lyrics
Sugar,https://genius.com/Ryeowook-sugar-lyrics
Sunrise,https://genius.com/Gfriend-sunrise-lyrics
Sunrise (Korean Version),https://genius.com/Super-junior-d-e-sunrise-korean-ver-lyrics
Sunshine,https://genius.com/Bigone-korea-sunshine-lyrics
Super Bad,https://genius.com/Saturday-korea-super-bad-lyrics
Superhuman,https://genius.com/Nct-127-superhuman-lyrics
Super Special (Acoustic Ver.),https://genius.com/Verivery-super-special-acoustic-ver-lyrics
Sweet Luv,https://genius.com/Lovelyz-sweet-luv-lyrics
Talk About Love,https://genius.com/Nuest-talk-about-love-lyrics
Tam Tam,https://genius.com/Hby-tam-tam-lyrics
Terminal,https://genius.com/Shaun-terminal-lyrics
Tell Me,https://genius.com/Kang-min-kyung-tell-me-lyrics
Tell Me I Love You,https://genius.com/Ha-sung-woon-tell-me-i-love-you-lyrics
Tell Me So,https://genius.com/Bigone-korea-tell-me-so-lyrics
"That Day, We.",https://genius.com/Baekho-nuest-that-day-we-lyrics
The 2nd Story,https://genius.com/Ryeowook-the-2nd-story-lyrics
The Beat Goes On,https://genius.com/Sf9-the-beat-goes-on-lyrics
The Beginning of...,https://genius.com/Park-ji-hoon-the-beginning-of-lyrics
The End,https://genius.com/Got7-the-end-lyrics
The Flower Bloom Stands Alone,https://genius.com/Hynn-the-lonely-bloom-stands-alone-lyrics
The Song I Will Song At My Wedding,https://genius.com/Cosmic-boy-the-song-i-will-sing-at-my-wedding-lyrics
The Story,https://genius.com/1the9-the-story-lyrics
The Truth Is,https://genius.com/100-korea-the-truth-is-lyrics
The Vibe,https://genius.com/Exid-the-vibe-lyrics
Thinner Than Water,https://genius.com/The-black-skirts-thinner-than-water-lyrics
Thirty,https://genius.com/Son-dong-woon-thirty-lyrics
Thrilla Killa,https://genius.com/Vav-thrilla-killa-lyrics
Tic Toc,https://genius.com/Neonpunch-tic-toc-lyrics
Tic Toc,https://genius.com/Oh-my-girl-tic-toc-lyrics
Til I Die,https://genius.com/Ph-1-til-i-die-lyrics
Till (Ballad Unit),https://genius.com/Pentagon-korea-till-ballad-unit-lyrics
Time Out,https://genius.com/Got7-time-out-lyrics
Time Will Tell,https://genius.com/Mc-the-max-time-will-tell-lyrics
Time With You,https://genius.com/Kyuhyun-time-with-you-lyrics
TMI,https://genius.com/Gray-korean-tmi-lyrics
To.,https://genius.com/100-korea-to-lyrics
To All The Fake Rapstars,https://genius.com/Han-yo-han-to-all-the-fake-rapstars-lyrics
To All The Fake Rapstars (Remix),https://genius.com/Han-yo-han-to-all-the-fake-rapstars-remix-lyrics
Tok Tok,https://genius.com/Gwsn-tok-tok-lyrics
Tok Tok (The Park In The Night Version),https://genius.com/Gwsn-tok-tok-the-park-night-version-lyrics
Too Much,https://genius.com/Bigone-korea-too-much-lyrics
Touch,https://genius.com/Jus2-touch-lyrics
Touch You,https://genius.com/Vav-touch-you-lyrics
To You,https://genius.com/Hwang-chi-yeul-to-you-lyrics
Traveler,https://genius.com/Shaun-traveler-lyrics
Treasure,https://genius.com/Astro-k-pop-treasure-lyrics
Tree Only Look at You,https://genius.com/Heize-tree-only-look-at-you-lyrics
Tricksta,https://genius.com/Qwala-tricksta-lyrics
True Song,https://genius.com/Kassy-true-song-lyrics
Truly Love,https://genius.com/Gfriend-truly-love-lyrics
Truth,https://genius.com/Taemin-truth-lyrics
Turbulence,https://genius.com/Monsta-x-turbulence-lyrics
Turn It Up,https://genius.com/Twice-turn-it-up-lyrics
Turn The Light,https://genius.com/Trei-turn-the-light-annotated
Tuxedo,https://genius.com/Ravi-vixx-tuxedo-lyrics
Twit,https://genius.com/Hwasa-mamamoo-twit-lyrics
Two of Us,https://genius.com/Favorite-korea-two-of-us-lyrics
U Must Think I'm Lying Butterfly,https://genius.com/Dbo-korea-u-must-think-im-lying-butterfly-lyrics
U Um U Um,https://genius.com/Hyomin-u-um-u-um-lyrics
UJUNG,https://genius.com/Wjsn-ujung-lyrics
Umbrella (Korean Version),https://genius.com/Nichkhun-of-2pm-umbrella-korean-version-lyrics
Umbrella Calls For Rain,https://genius.com/Heize-umbrella-calls-for-rain-lyrics
Under Cover,https://genius.com/Ace-kpop-under-cover-lyrics
Universe,https://genius.com/Hwang-min-hyun-universe-lyrics
Universe (Cosmocorps),https://genius.com/Ravi-vixx-u-niverse-cosmocorps-lyrics
Unspoken Words,https://genius.com/Davichi-unspoken-words-lyrics
Up,https://genius.com/Holland-up-lyrics
Up,https://genius.com/Izone-up-lyrics
Us,https://genius.com/Park-ji-hoon-us-lyrics
Uh Oh,https://genius.com/Gi-dle-uh-oh-lyrics
Valkyrie,https://genius.com/Oneus-valkyrie-lyrics
Vibe,https://genius.com/1team-vibe-lyrics
Victory Song,https://genius.com/Stray-kids-victory-song-lyrics
Violet,https://genius.com/Cherry-bullet-violet-lyrics
Violeta,https://genius.com/Izone-violeta-lyrics
Vogue,https://genius.com/Oh-my-girl-vogue-lyrics
Waggy,https://genius.com/Mamamoo-waggy-lyrics
Waiting For You,https://genius.com/Lee-minhyuk-waiting-for-you-lyrics
Wander Flow,https://genius.com/Suran-wander-and-flow-lyrics
Wandering,https://genius.com/Hong-dae-kwang-wandering-lyrics
Want,https://genius.com/Taemin-want-lyrics
Want (Outro),https://genius.com/Taemin-want-outro-lyrics
Want It?,https://genius.com/Itzy-want-it-lyrics
Watch Out,https://genius.com/Super-junior-d-e-watch-out-lyrics
We Are...,https://genius.com/Exid-we-are-lyrics
What Are You Doing?,https://genius.com/Apink-what-are-you-doing-lyrics
What Do You Think?,https://genius.com/Knk-what-are-you-thinking-lyrics
What If Love,https://genius.com/Wendy-red-velvet-what-if-love-lyrics
What U Want,https://genius.com/Junguk-24k-what-u-want-lyrics
What You Waiting For?,https://genius.com/Rtee-x-anda-what-you-waiting-for-lyrics
What You Want,https://genius.com/Momoland-what-you-want-lyrics
Whatever U Want,https://genius.com/Weki-meki-whatever-u-want-lyrics
What's Your,https://genius.com/Cosmic-boy-whats-your-lyrics
What's Your Name,https://genius.com/G-i-dle-whats-your-name-lyrics
When You Call,https://genius.com/Jung-daehyun-when-you-call-lyrics
Where R U,https://genius.com/Mamamoo-where-r-u-lyrics
Where You Are (Yun Min Soo Solo),https://genius.com/Vibe-where-you-are-yun-min-soo-solo-lyrics
Where You At,https://genius.com/Loo-where-you-at-lyrics
Where You Belong,https://genius.com/God-korea-where-you-belong-lyrics
White,https://genius.com/Jeong-sewoon-white-lyrics
Who Are You?,https://genius.com/Yoon-ji-sung-who-are-you-lyrics
Who I Am,https://genius.com/Jbj95-who-i-am-lyrics
Why,https://genius.com/God-korea-why-lyrics
Why Not Me?,https://genius.com/Yoon-ji-sung-why-not-me-lyrics
WiFi,https://genius.com/Saturday-korea-wifi-lyrics
Will You Be My Girlfriend? (Original Mix),https://genius.com/Mont-korea-will-you-be-my-girlfriend-lyrics
Will You Be My Girlfriend? (Future Bass Remix),https://genius.com/Mont-korea-will-you-be-my-girlfriend-future-bass-remix-lyrics
Windy Hills,https://genius.com/Hong-dae-kwang-windy-hills-lyrics
Winter Sleep,https://genius.com/Junho-from-2pm-winter-sleep-lyrics
Winter Winter,https://genius.com/Nflying-winter-winter-lyrics
With Melody,https://genius.com/Lee-minhyuk-with-melody-lyrics
Without You,https://genius.com/Ryeowook-without-you-lyrics
Woowa,https://genius.com/Dia-do-it-amazing-woowa-lyrics
Would You...,https://genius.com/Park-ji-hoon-would-you-lyrics
Wrong Question,https://genius.com/The-black-skirts-wrong-question-lyrics
xanax,https://genius.com/Sik-k-korean-xanax-lyrics
XI,https://genius.com/Code-kunst-xi-lyrics
Xie Xie,https://genius.com/Bang-yong-guk-xie-xie-lyrics
Xie Xie (Remix),https://genius.com/Bang-yong-guk-xie-xie-remix-lyrics
X X,https://genius.com/Loo-x-x-lyrics
Ya,https://genius.com/Bang-yong-guk-ya-lyrics
YA,https://genius.com/Lee-minhyuk-ya-lyrics
You,https://genius.com/Hyomin-you-lyrics
You,https://genius.com/Xiumin-exo-you-lyrics
You Are Not Alone,https://genius.com/Gfriend-you-are-not-alone-lyrics
You Get,https://genius.com/Wjsn-you-get-lyrics
Youknowbetter,https://genius.com/Hyolyn-youknowbetter-lyrics
You...Like The Wind,https://genius.com/Yoon-ji-sung-you-like-the-wind-lyrics
Your All,https://genius.com/Park-sang-don-your-all-lyrics
Your Night,https://genius.com/Trei-your-night-annotated
You're My,https://genius.com/Jung-daehyun-youre-my-lyrics
Yung Luchini/Bibi Interlude,https://genius.com/Junoflo-yung-luchini-bibi-interlude-lyrics
ZigZag,https://genius.com/Oneus-zigzag-lyrics
Zoo,https://genius.com/Winner-zoo-lyrics
1°,https://genius.com/Got7-1-lyrics
1 in A Million,https://genius.com/Astro-k-pop-1-in-a-million-lyrics
10 Years Without You...,https://genius.com/Kim-yeon-ji-10-10-years-without-you-lyrics
12 0 Clock,https://genius.com/Wjsn-12-0-clock-lyrics
19,https://genius.com/Stray-kids-19-lyrics
2 Like It,https://genius.com/Sunmi-1-like-it-lyrics
20,https://genius.com/God-korea-20-lyrics
25,https://genius.com/Mamamoo-25-lyrics
2cm,https://genius.com/Minseo-2cm-lyrics
4season (Outro),https://genius.com/Mamamoo-4season-outro-lyrics
9966,https://genius.com/Mamamoo-9966-lyrics
%%,https://genius.com/Apink--lyrics
